,CAR2,APOE,MPO,PRTN3,CTSG,CEBPA,FOXP1,RUNX1,CEBPE,GFI1,IRF8,FLI1,PBX1,MEF2C,MEIS1,GATA2,NFE2,TAL1,GATA1,KLF1,FLT3,SATB1,ELANE
W37528,0.8858920931816101,0.44294604659080505,43.85165786743164,42.07987594604492,20.375518798828125,1.3288382291793823,1.3288382291793823,0.0,0.0,0.44294604659080505,0.44294604659080505,0.0,0.44294604659080505,0.0,0.0,0.0,1.3288382291793823,0.0,0.0,0.0,0.0,0.0,32.77800750732422
W37530,1.6438883543014526,0.0,18.08277130126953,8.219441413879395,3.2877767086029053,6.5755534172058105,1.6438883543014526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6438883543014526,0.0,0.0,1.6438883543014526,0.0,0.0,1.6438883543014526
W37532,0.0,0.0,43.430606842041016,30.44201469421387,17.047529220581055,0.4058935344219208,0.0,0.0,0.0,0.0,1.21768057346344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4058935344219208,0.0,0.0,21.106464385986328
W37535,1.6871912479400637,0.0,50.05334091186523,41.054988861083984,25.30786895751953,1.6871912479400637,0.5623971223831177,0.0,0.5623971223831177,0.5623971223831177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4310188293457
W37546,0.8643724918365479,0.0,32.846153259277344,20.74493980407715,2.593117475509644,0.8643724918365479,0.0,0.8643724918365479,0.0,0.0,3.4574899673461914,0.0,0.0,0.0,0.0,0.0,0.0,0.8643724918365479,0.0,0.8643724918365479,0.0,0.0,4.32186222076416
W37552,0.9861431717872621,0.0,38.4595832824707,18.243648529052734,11.833718299865724,0.49307158589363104,0.9861431717872621,0.49307158589363104,0.0,0.49307158589363104,0.9861431717872621,0.0,0.0,0.0,0.0,0.0,0.0,0.49307158589363104,0.0,0.0,0.0,0.0,9.861432075500488
W37553,0.0,0.0,28.757667541503906,21.56825065612793,12.324714660644533,1.027059555053711,1.027059555053711,0.0,0.0,0.0,0.0,0.0,1.027059555053711,1.027059555053711,0.0,0.0,0.0,2.054119110107422,0.0,0.0,0.0,0.0,0.0
W37558,0.0,0.0,26.79916381835937,10.71966552734375,10.71966552734375,1.7866108417510986,1.7866108417510986,1.7866108417510986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7866108417510986
W37564,2.134999990463257,0.0,32.025001525878906,19.21500015258789,17.079999923706055,0.0,0.0,0.0,0.0,0.0,1.0674999952316284,0.0,0.0,0.0,0.0,0.0,1.0674999952316284,0.0,0.0,0.0,0.0,0.0,0.0
W37567,2.7727272510528564,0.0,2.7727272510528564,8.318181991577147,2.7727272510528564,0.0,0.0,0.0,0.0,0.0,2.7727272510528564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7727272510528564,2.7727272510528564
W37568,3.3523061275482178,0.0,94.70265197753906,62.01766586303711,27.65652656555176,2.5142295360565186,0.0,1.6761530637741089,2.5142295360565186,1.6761530637741089,0.0,0.0,0.0,0.0,0.0,0.0,0.8380765318870544,0.8380765318870544,0.0,0.0,0.0,0.0,60.34151077270508
W37569,0.0,0.0,46.24548721313477,29.28880882263184,26.20577621459961,0.0,0.0,0.0,0.0,0.0,0.0,1.5415163040161133,0.0,0.0,0.0,0.0,1.5415163040161133,0.0,0.0,0.0,0.0,0.0,27.74729156494141
W37570,0.8033866286277771,0.0,66.68109130859375,48.20319747924805,25.70837211608887,0.0,0.0,0.0,1.6067732572555542,0.0,0.0,0.8033866286277771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.28786468505861
W37572,8.593710899353027,6.445282936096191,17.187421798706055,4.296855449676514,0.0,0.0,2.148427724838257,2.148427724838257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296855449676514,2.148427724838257,0.0,0.0,2.148427724838257,0.0,0.0,0.0
W37578,0.5265104770660399,0.0,46.85943222045898,37.90875625610352,14.21578311920166,0.0,0.0,1.57953143119812,0.0,0.0,2.1060419082641597,0.0,0.5265104770660399,0.0,0.0,0.0,1.57953143119812,0.0,0.0,0.0,0.0,0.0,27.3785457611084
W37579,2.9938650131225586,0.0,34.429447174072266,25.447853088378906,7.4846625328063965,2.9938650131225586,1.4969325065612793,0.0,0.0,1.4969325065612793,0.0,0.0,0.0,0.0,0.0,1.4969325065612793,1.4969325065612793,1.4969325065612793,0.0,1.4969325065612793,0.0,0.0,16.466257095336914
W37580,0.8468021750450134,0.0,70.28458404541016,52.50173568725586,30.484878540039066,0.0,0.0,0.8468021750450134,0.8468021750450134,1.6936043500900269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8468021750450134,0.0,0.0,32.178482055664055
W37581,0.801125705242157,2.403377056121826,31.2439022064209,9.613508224487305,3.204502820968628,0.801125705242157,0.0,1.602251410484314,0.801125705242157,0.801125705242157,0.0,0.0,0.0,0.0,0.0,0.801125705242157,0.0,0.0,0.0,0.0,0.0,0.801125705242157,0.801125705242157
W37582,0.0,0.0,30.58090209960937,27.18302345275879,6.795755863189697,0.0,1.132625937461853,0.0,0.0,0.0,1.132625937461853,0.0,0.0,0.0,0.0,0.0,2.265251874923706,1.132625937461853,1.132625937461853,0.0,0.0,0.0,6.795755863189697
W37585,1.7488054037094116,0.0,34.97610855102539,26.81501770019531,9.909897804260254,0.5829351544380188,0.5829351544380188,0.0,0.0,0.0,1.7488054037094116,0.5829351544380188,0.0,1.1658703088760376,0.0,0.0,0.5829351544380188,0.0,0.0,0.0,0.0,0.0,8.161091804504395
W37587,0.7981308698654175,0.0,41.103736877441406,29.530841827392575,18.357009887695312,1.1971962451934814,0.3990654349327088,1.1971962451934814,0.0,0.0,0.3990654349327088,0.3990654349327088,0.0,0.0,0.0,0.0,1.596261739730835,0.0,0.0,0.0,0.3990654349327088,1.1971962451934814,9.577569961547852
W37588,0.0,0.0,41.16475677490234,36.44093322753906,9.447649002075195,0.6748321056365967,0.6748321056365967,0.0,0.0,0.0,2.02449631690979,0.0,0.0,0.0,0.0,0.0,1.3496642112731934,0.0,0.0,0.0,0.0,0.0,21.594627380371094
W37589,0.7881864309310913,0.7881864309310913,52.80849075317383,47.29118728637695,18.12828826904297,0.7881864309310913,0.7881864309310913,1.5763728618621826,0.0,0.0,3.940932273864746,0.0,0.7881864309310913,0.0,0.0,0.0,1.5763728618621826,0.0,0.0,0.0,0.0,0.0,40.985694885253906
W37593,1.193153977394104,0.596576988697052,59.6577033996582,43.55012130737305,19.687042236328125,0.596576988697052,1.193153977394104,0.0,1.193153977394104,0.0,0.0,1.193153977394104,0.0,0.0,0.0,0.0,0.596576988697052,0.0,0.0,0.0,0.0,0.0,54.28850936889648
W37594,0.4903818666934967,0.0,46.09589385986328,38.74016571044922,15.201837539672852,0.4903818666934967,0.0,0.0,0.0,0.0,1.4711455106735232,0.4903818666934967,0.0,0.0,0.0,0.4903818666934967,0.0,0.0,0.0,0.0,0.0,0.0,15.201837539672852
W37596,0.0,0.0,22.86042022705078,13.063097953796387,21.77182960510254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088591456413269,0.0
W37597,0.6859437823295593,0.0,74.76786804199219,58.30522155761719,23.32208824157715,0.0,0.6859437823295593,1.3718875646591189,1.3718875646591189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3718875646591189,0.0,0.6859437823295593,0.0,0.0,0.0,67.90843200683594
W37601,3.495702028274536,0.0,43.34670639038086,13.28366756439209,15.381089210510256,3.495702028274536,0.0,0.0,0.0,0.0,2.7965617179870605,0.0,0.0,0.0,0.0,0.0,1.3982808589935305,0.0,1.3982808589935305,0.0,0.0,0.0,9.787965774536133
W37604,2.263250827789306,0.0,56.58127212524414,38.47526550292969,12.825088500976562,0.0,0.0,0.0,0.0,0.0,0.7544169425964355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.212013244628906
W37608,0.0,0.0,44.87789916992188,36.95826721191406,7.919629096984862,0.0,0.0,0.0,0.0,0.0,2.639876365661621,0.0,0.0,0.0,0.0,0.0,2.639876365661621,0.0,0.0,2.639876365661621,0.0,0.0,26.39876365661621
W37611,0.0,0.0,42.65950012207031,24.83970832824707,18.899778366088867,0.0,1.619981050491333,0.0,0.0,0.0,2.159974813461304,0.5399937033653259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.23964500427246
W37615,0.7725011110305786,0.0,72.61510467529297,57.937583923339844,17.767526626586914,0.0,0.7725011110305786,0.7725011110305786,2.3175034523010254,4.635006904602051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.21257400512695
W37618,0.0,0.0,46.00427627563477,24.82770347595215,16.064985275268555,1.4604531526565552,0.0,0.0,0.0,1.4604531526565552,0.7302265763282776,0.0,0.0,0.0,0.0,0.0,2.9209063053131104,0.0,0.0,0.0,0.0,0.0,26.28815650939941
W37624,0.0,0.0,35.79305648803711,29.08185958862305,13.981663703918455,0.0,0.0,0.0,0.0,0.5592665076255798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.963327407836914
W37629,0.0,0.0,31.2779598236084,20.10725975036621,8.936559677124023,2.234139919281006,1.117069959640503,0.0,0.0,0.0,1.117069959640503,0.0,0.0,0.0,0.0,0.0,2.234139919281006,0.0,1.117069959640503,0.0,0.0,0.0,5.585350036621094
W37654,0.415470689535141,0.0,25.343711853027344,17.034297943115234,9.555826187133787,0.830941379070282,1.661882758140564,0.830941379070282,0.0,0.415470689535141,4.985648155212402,0.830941379070282,0.0,0.0,0.0,0.0,0.830941379070282,0.415470689535141,0.415470689535141,0.0,0.0,0.0,9.140355110168457
W37657,0.0,1.9497716426849363,58.49314880371094,44.8447494506836,33.1461181640625,0.0,0.0,0.0,0.0,0.0,3.899543285369873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.196346282958984
W37660,0.0,0.0,33.429821014404304,23.75276756286621,9.237187385559082,0.4398660957813263,1.7594643831253052,0.0,0.0,0.0,2.6391963958740234,0.0,0.0,0.4398660957813263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4398660957813263,5.278392791748047
W37663,0.0,0.0,70.05570983886719,58.55402374267578,42.34710693359375,0.5228037834167479,2.0912151336669917,0.0,0.0,2.0912151336669917,0.0,0.5228037834167479,0.0,0.0,0.0,0.0,2.0912151336669917,0.0,0.0,0.0,0.0,0.0,53.32598876953125
W37664,1.056930661201477,0.0,34.35024642944336,30.650989532470703,11.097772598266602,1.056930661201477,0.0,0.5284653306007385,0.0,0.0,0.5284653306007385,0.5284653306007385,0.0,0.5284653306007385,0.0,0.0,1.5853960514068604,0.0,0.0,0.0,0.0,0.5284653306007385,16.910890579223633
W37667,1.179558038711548,0.0,25.950275421142575,23.59115982055664,11.79557991027832,1.179558038711548,0.0,0.0,0.0,0.0,8.256906509399414,0.0,0.0,1.179558038711548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.359116077423096
W37669,1.37023663520813,0.0,34.941036224365234,31.515443801879886,13.017248153686525,0.0,2.0553550720214844,1.37023663520813,0.6851183176040649,0.0,0.6851183176040649,2.0553550720214844,0.0,0.0,0.0,0.0,0.6851183176040649,0.0,0.0,0.0,0.0,0.6851183176040649,8.221420288085938
W37673,0.0,0.0,82.88823699951172,50.23529434204102,36.42058944702149,0.0,1.2558823823928833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2558823823928833,0.0,0.0,41.44411849975586
W37680,0.44421327114105225,0.0,33.760208129882805,25.76436996459961,8.440052032470701,0.8884265422821045,0.8884265422821045,0.0,0.0,0.44421327114105225,1.776853084564209,0.0,0.0,0.0,0.0,0.44421327114105225,1.3326398134231567,0.0,0.0,0.0,0.0,0.0,3.553706169128418
W37684,0.7381157875061035,0.7381157875061035,33.2152099609375,18.452896118164066,6.64304256439209,0.0,2.2143473625183105,1.4762315750122068,0.0,0.0,0.0,0.7381157875061035,0.0,0.0,0.0,0.0,0.7381157875061035,0.0,0.0,0.0,0.0,0.0,3.6905791759490967
W37687,0.0,0.0,79.96994018554688,68.12254333496094,16.783815383911133,2.9618496894836426,0.0,0.0,0.0,0.0,1.9745664596557615,0.0,0.0,0.0,0.0,0.0,2.9618496894836426,0.0,0.0,0.0,0.0,0.0,56.27514266967773
W37689,0.0,0.0,44.73052978515625,35.313575744628906,11.77119255065918,1.177119255065918,0.0,0.0,0.0,0.0,1.177119255065918,0.0,1.177119255065918,1.177119255065918,0.0,0.0,1.177119255065918,0.0,0.0,0.0,0.0,0.0,18.833908081054688
W37694,1.669599175453186,0.0,35.06158447265625,30.887584686279297,6.678396701812744,1.669599175453186,0.834799587726593,0.0,0.0,0.0,6.678396701812744,0.0,0.0,0.0,0.0,0.0,0.834799587726593,0.0,0.0,0.0,0.834799587726593,0.0,3.339198350906372
W37696,1.0641744136810305,0.0,51.78982162475586,43.27642822265625,25.18546295166016,0.35472482442855835,1.4188992977142334,0.35472482442855835,1.0641744136810305,0.35472482442855835,0.35472482442855835,0.35472482442855835,0.0,0.0,0.0,0.0,0.7094496488571167,0.0,0.0,1.0641744136810305,0.0,0.0,29.08743476867676
W37698,5.770270347595215,15.002702713012695,4.61621618270874,2.30810809135437,0.0,0.0,2.30810809135437,1.154054045677185,0.0,0.0,0.0,3.4621622562408447,2.30810809135437,2.30810809135437,3.4621622562408447,4.61621618270874,3.4621622562408447,0.0,1.154054045677185,0.0,0.0,0.0,0.0
W37700,0.0,0.0,37.84653091430664,42.7525634765625,11.213787078857422,0.0,2.8034467697143555,0.0,0.0,0.0,4.906032085418701,0.7008616924285889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.718095779418945
W37701,0.0,0.0,45.06212615966797,32.706382751464844,8.721702575683594,1.4536169767379759,0.0,0.0,0.0,0.0,4.360851287841797,0.0,0.0,0.7268084883689879,0.0,0.0,1.4536169767379759,0.0,0.0,0.0,0.0,0.0,34.88681030273437
W37702,0.0,1.2130681276321411,44.883522033691406,58.227272033691406,18.196022033691406,1.2130681276321411,0.0,0.0,0.0,0.0,1.2130681276321411,0.0,0.0,0.0,0.0,0.0,1.2130681276321411,0.0,0.0,0.0,0.0,0.0,38.81818008422852
W37706,0.0,0.0,38.79814147949219,47.61590194702149,13.226638793945312,0.0,0.8817759156227112,0.0,0.0,0.0,3.5271036624908447,0.0,0.0,0.8817759156227112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.28084754943848
W37707,0.0,2.4124293327331543,50.66101837158203,18.093219757080078,8.443502426147461,0.0,0.0,0.0,1.2062146663665771,0.0,0.0,0.0,1.2062146663665771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.855932235717773
W37711,0.0,0.0,68.31999969482422,50.02000045776367,31.71999931335449,0.0,0.0,0.0,2.440000057220459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2200000286102295,0.0,1.2200000286102295,65.87999725341797
W37712,0.0,0.0,11.459039688110352,6.634181022644043,9.046609878540039,0.0,3.618643999099731,0.0,0.0,0.0,4.2217512130737305,0.6031073331832886,0.0,0.6031073331832886,0.0,0.0,0.0,0.6031073331832886,0.0,0.0,1.2062146663665771,0.0,0.6031073331832886
W37715,0.962795913219452,0.0,58.730552673339844,35.623451232910156,18.293123245239254,0.0,0.0,0.0,0.0,0.0,2.88838791847229,0.962795913219452,0.0,0.0,0.0,0.0,0.962795913219452,0.0,0.0,0.0,0.0,0.0,34.66065216064453
W37716,1.99882972240448,0.0,53.96840286254883,38.97718048095703,20.987712860107425,0.99941486120224,1.99882972240448,0.99941486120224,0.99941486120224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99941486120224,16.990053176879886
W37717,1.0166666507720947,0.0,62.5250015258789,54.39166641235352,27.95833396911621,0.5083333253860474,0.5083333253860474,0.0,0.5083333253860474,0.5083333253860474,0.0,0.0,0.0,0.0,0.0,0.0,1.0166666507720947,0.0,0.0,0.0,0.0,0.0,34.058334350585945
W37721,0.7197639942169191,0.0,23.752212524414066,7.917404174804687,2.159291982650757,0.7197639942169191,0.0,0.7197639942169191,0.0,0.0,2.8790559768676762,1.4395279884338381,0.0,0.7197639942169191,0.0,0.0,0.7197639942169191,0.7197639942169191,0.0,0.0,0.0,0.0,1.4395279884338381
W37722,0.6985685229301453,0.0,23.75132942199707,30.0384464263916,19.55991744995117,2.095705509185791,0.0,0.0,0.0,0.6985685229301453,0.6985685229301453,0.0,0.0,0.0,0.0,0.6985685229301453,0.0,0.0,0.0,0.0,0.0,0.0,2.794274091720581
W37728,0.0,0.0,46.58864974975586,37.57149124145508,16.531455993652347,0.7514298558235168,1.5028597116470337,0.7514298558235168,0.7514298558235168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.062911987304695
W37731,2.3536977767944336,0.0,74.53376007080078,50.99678421020508,39.228294372558594,1.569131851196289,1.569131851196289,0.7845659255981445,0.0,0.0,0.0,0.7845659255981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.07395553588867
W37739,0.0,0.8426245450973511,32.86235809326172,27.806610107421875,13.481992721557615,0.0,0.0,0.8426245450973511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8426245450973511,0.8426245450973511,3.3704981803894043
W37748,0.0,2.8754208087921143,115.01683807373048,23.003366470336914,17.252525329589847,0.0,0.0,2.8754208087921143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.626262664794924
W37754,0.0,0.0,59.20515823364258,37.863765716552734,25.471986770629886,0.6884320974349976,1.3768641948699951,0.0,0.6884320974349976,0.0,0.0,1.3768641948699951,0.0,0.0,0.0,0.0,0.6884320974349976,0.0,0.0,0.0,0.0,0.0,23.40669059753418
W37756,0.0,0.0,19.34443664550781,17.068620681762695,6.82744836807251,1.137908101081848,0.0,2.2758162021636963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.137908101081848,0.0,0.0,1.137908101081848,0.0,0.0,1.137908101081848
W37758,1.418604612350464,0.0,83.69767761230469,32.62790679931641,25.53488349914551,0.0,1.418604612350464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.53488349914551
W37764,0.0,0.0,42.70000076293945,42.70000076293945,13.138461112976074,3.2846152782440186,0.0,3.2846152782440186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.569230556488037
W37766,0.0,0.0,96.13508605957031,86.52157592773438,44.863040924072266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.47654724121094
W37770,2.212435245513916,1.106217622756958,24.336788177490234,24.336788177490234,14.380828857421875,2.212435245513916,0.0,1.106217622756958,0.0,1.106217622756958,5.531087875366211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W37772,0.0,0.0,40.939598083496094,29.476511001586914,12.5548095703125,0.5458613038063049,1.09172260761261,0.0,0.0,0.5458613038063049,3.27516770362854,1.09172260761261,0.0,0.0,0.0,0.0,0.5458613038063049,0.0,0.0,0.0,0.0,0.0,13.64653205871582
W37777,0.0,0.0,49.2291145324707,49.2291145324707,15.019052505493164,0.8343917727470398,0.0,0.0,0.0,0.0,5.840742588043213,0.0,0.0,0.0,0.0,0.0,0.8343917727470398,0.0,0.0,0.0,0.0,0.0,30.038105010986328
W37788,0.0,0.0,43.02930450439453,22.831876754760746,20.197429656982425,0.0,0.8781490921974182,1.7562981843948364,0.8781490921974182,0.0,0.8781490921974182,0.0,0.0,0.0,0.0,0.8781490921974182,0.8781490921974182,0.0,0.0,0.0,0.0,0.0,20.197429656982425
W37793,0.0,0.0,16.888595581054688,7.881344795227051,4.503625392913818,1.1259063482284546,2.251812696456909,0.0,0.0,0.0,9.007250785827637,1.1259063482284546,0.0,1.1259063482284546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3777191638946533,1.1259063482284546
W37794,0.0,0.0,76.45826721191406,71.274658203125,16.846736907958984,0.0,0.0,0.0,0.0,1.2959028482437134,0.0,1.2959028482437134,0.0,0.0,0.0,0.0,1.2959028482437134,0.0,0.0,1.2959028482437134,0.0,0.0,67.38694763183594
W37796,0.0,0.0,44.56205749511719,26.10063362121582,17.188222885131836,1.273201584815979,0.0,1.273201584815979,0.0,0.6366007924079895,1.9098024368286133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6366007924079895,0.0,0.0,0.0,2.546403169631958
W37797,0.0,0.0,82.1075668334961,55.28034210205078,22.762493133544922,2.4388387203216557,1.6258924007415771,0.8129462003707886,0.0,0.8129462003707886,0.0,0.0,0.8129462003707886,0.0,0.0,0.0,1.6258924007415771,0.0,0.0,0.0,0.0,0.8129462003707886,47.96382522583008
W37800,1.0052971839904783,0.0,55.29134750366211,44.23307800292969,13.06886386871338,2.0105943679809566,0.0,0.0,0.0,0.0,5.026486396789551,0.0,1.0052971839904783,0.0,0.0,0.0,2.0105943679809566,0.0,0.0,1.0052971839904783,0.0,0.0,45.23837661743164
W37803,0.0,0.7465034723281859,59.72027969360352,41.05769348144531,24.63461494445801,0.7465034723281859,0.0,0.7465034723281859,0.0,0.7465034723281859,0.0,0.0,0.0,0.7465034723281859,0.0,0.0,0.0,0.0,0.7465034723281859,0.0,0.0,0.0,26.12762260437012
W37805,0.0,0.0,38.40986633300781,24.78055763244629,11.151251792907717,3.097569704055786,0.0,1.2390279769897459,0.0,1.2390279769897459,1.2390279769897459,1.2390279769897459,0.0,0.0,0.0,0.0,1.2390279769897459,0.0,0.0,0.0,0.0,0.0,14.868334770202635
W37807,0.8881955146789551,0.0,15.099324226379395,23.09308433532715,7.1055641174316415,0.8881955146789551,0.0,1.7763910293579102,0.0,0.0,2.664586544036865,0.0,0.0,0.0,0.0,0.0,0.8881955146789551,0.0,0.0,0.0,0.8881955146789551,0.0,1.7763910293579102
W37809,0.0,0.0,30.61886215209961,31.95011711120605,7.987529277801514,1.3312548398971558,2.6625096797943115,0.0,0.0,0.0,2.6625096797943115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.993764638900757
W37813,0.0,0.0,35.95789337158203,28.16701698303223,17.978946685791016,1.198596477508545,1.7978947162628174,1.198596477508545,0.5992982387542725,0.0,1.7978947162628174,0.0,0.0,0.0,0.0,0.0,1.198596477508545,0.5992982387542725,0.0,0.0,0.0,0.0,17.379648208618164
W37818,0.0,1.109811544418335,95.44379425048828,73.24756622314453,29.96491241455078,1.109811544418335,1.109811544418335,0.0,0.0,1.109811544418335,0.0,0.0,0.0,0.0,0.0,0.0,1.109811544418335,0.0,0.0,0.0,0.0,0.0,78.79662322998047
W37822,0.6366007924079895,0.0,44.56205749511719,30.55683898925781,16.551620483398438,0.6366007924079895,0.0,0.0,0.0,0.0,1.273201584815979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6366007924079895,0.0,0.0,0.6366007924079895,10.185612678527832
W37825,0.7377969622612,0.0,45.74341201782226,22.87170600891113,16.969329833984375,0.0,2.213390827178955,0.0,0.0,0.0,1.4755939245224,0.0,0.0,0.0,0.0,0.0,1.4755939245224,0.0,0.0,0.0,0.0,0.0,11.8047513961792
W37826,0.7540838718414307,0.0,27.14702033996582,19.60618019104004,9.80309009552002,0.0,0.0,0.0,0.0,0.0,3.0163354873657227,0.7540838718414307,0.0,0.0,0.0,1.508167743682861,0.0,0.0,0.0,0.0,0.0,0.0,7.5408387184143075
W37828,0.5969940423965454,0.0,57.908424377441406,35.81964492797852,25.670743942260746,4.1789584159851065,1.1939880847930908,0.5969940423965454,0.5969940423965454,1.1939880847930908,0.0,1.1939880847930908,0.0,0.0,0.0,0.5969940423965454,0.0,0.0,0.0,0.0,0.0,0.0,44.17755889892578
W37835,1.633668065071106,0.0,26.955524444580078,13.069344520568848,5.7178382873535165,0.816834032535553,1.633668065071106,2.450502157211304,0.0,0.0,3.267336130142212,0.816834032535553,0.0,0.816834032535553,0.0,0.0,0.816834032535553,0.0,0.0,0.0,0.0,0.816834032535553,0.0
W37842,1.2165242433547974,0.0,48.66096878051758,51.094017028808594,23.11396026611328,0.0,2.4330484867095947,1.2165242433547974,0.0,0.0,4.8660969734191895,1.2165242433547974,0.0,0.0,0.0,0.0,2.4330484867095947,0.0,0.0,0.0,0.0,0.0,47.44444274902344
W37849,0.5863370895385742,0.0,57.4610366821289,52.77033996582031,26.97150611877441,0.5863370895385742,1.1726741790771484,0.5863370895385742,1.1726741790771484,0.0,2.345348358154297,0.0,0.0,0.0,0.0,0.0,0.5863370895385742,0.0,0.5863370895385742,0.0,0.0,0.5863370895385742,30.48953056335449
W37850,0.7567567825317383,0.0,56.75675582885742,43.13513565063477,12.108108520507812,0.0,3.027027130126953,0.7567567825317383,0.0,0.0,4.54054069519043,0.7567567825317383,0.0,0.0,0.0,0.0,0.7567567825317383,0.0,0.0,0.0,0.0,0.0,20.432432174682614
W37853,0.0,0.0,43.73425674438477,28.368165969848636,13.002076148986815,0.0,0.0,0.0,0.0,1.1820069551467896,1.1820069551467896,1.1820069551467896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1820069551467896,0.0,1.1820069551467896
W37861,0.8026315569877625,0.0,58.59210586547852,73.03947448730469,36.92105102539063,0.0,0.0,0.0,1.605263113975525,0.8026315569877625,0.0,0.0,0.0,0.0,0.0,0.8026315569877625,0.0,0.0,0.0,0.0,0.0,0.0,29.697368621826172
W37863,0.0,0.0,133.74224853515622,66.87112426757811,36.22185897827149,0.0,0.0,0.0,2.786296844482422,0.0,0.0,2.786296844482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.58074951171875
W37866,0.0,0.8665651679039001,71.058349609375,56.32673645019531,37.26230239868164,0.0,0.8665651679039001,0.8665651679039001,0.8665651679039001,1.7331303358078003,0.0,1.7331303358078003,0.0,0.0,0.0,0.0,0.0,0.8665651679039001,0.0,0.0,0.0,0.0,45.927955627441406
W37868,1.440134882926941,1.440134882926941,44.64418029785156,30.24283218383789,20.161888122558594,1.440134882926941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.440134882926941,0.0,1.440134882926941,0.0,11.521079063415527
W37872,2.3112313747406006,3.8520522117614746,33.898059844970696,26.9643669128418,15.408208847045898,2.3112313747406006,2.3112313747406006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7704104781150818,2.3112313747406006,0.0,0.0,0.0,0.0,0.0,18.489850997924805
W37879,1.4813530445098877,0.0,39.99653244018555,8.888117790222168,13.33217716217041,0.0,0.0,1.4813530445098877,10.369470596313477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4813530445098877,0.0,0.0,0.0,0.0,1.4813530445098877,14.81352996826172
W37880,0.0,0.7286689281463623,51.7354965209961,32.79010391235352,13.84471035003662,1.4573378562927246,0.0,0.0,0.0,0.0,4.372013568878174,0.0,0.0,0.0,0.0,0.0,0.7286689281463623,0.0,0.7286689281463623,1.4573378562927246,0.0,0.0,20.40273094177246
